,Date,Open,High,Low,Close,Volume,Year,Sentiment,SPY
1857,2017-05-19,156.15,158.05,155.91,157.02,4050649.0,2017,0.0,157.02
1858,2017-05-22,157.86,158.6,156.43,157.16,3720885.0,2017,,157.16
1859,2017-05-23,157.75,158.31,156.8,157.95,3333727.0,2017,,157.95
1860,2017-05-24,158.35,158.48,157.17,157.75,2963515.0,2017,,157.75
1861,2017-05-25,161.0,164.1,160.55,163.05,8467678.0,2017,,163.05
1862,2017-05-26,162.84,163.05,161.12,162.43,4804219.0,2017,,162.43
1863,2017-05-30,163.6,164.75,162.71,163.22,4791959.0,2017,,163.22
1864,2017-05-31,163.61,164.0,160.74,163.07,5251201.0,2017,0.0,163.07
1865,2017-06-01,163.52,163.93,161.7,162.99,3869808.0,2017,,162.99
1866,2017-06-02,163.42,165.36,162.8,165.18,4217679.0,2017,,165.18
1867,2017-06-05,165.49,165.5,163.43,165.06,3830296.0,2017,,165.06
1868,2017-06-06,164.95,166.82,164.51,165.17,4325459.0,2017,,165.17
1869,2017-06-07,165.6,166.4,164.41,165.61,3285592.0,2017,,165.61
1870,2017-06-08,166.12,166.87,164.84,165.88,3666393.0,2017,,165.88
1871,2017-06-09,166.27,166.27,154.5,158.03,10255110.0,2017,-1.0,158.03
1872,2017-06-12,155.3,155.53,148.31,151.44,14045559.0,2017,,151.44
1873,2017-06-13,154.38,155.68,150.13,152.72,8379437.0,2017,,152.72
1874,2017-06-14,154.34,155.62,150.28,152.2,6364572.0,2017,,152.2
1875,2017-06-15,149.44,152.56,147.3,151.76,6976720.0,2017,,151.76
1876,2017-06-16,151.45,153.53,150.39,152.38,6751799.0,2017,0.0,152.38
1877,2017-06-19,154.29,155.58,152.41,153.4,6461866.0,2017,,153.4
1878,2017-06-20,153.68,154.5,151.4,152.05,4850911.0,2017,,152.05
1879,2017-06-21,152.5,155.38,152.26,155.03,5783436.0,2017,,155.03
1880,2017-06-22,155.13,155.2,153.7,154.89,3735995.0,2017,,154.89
1881,2017-06-23,155.01,158.19,153.76,158.02,6086644.0,2017,0.0,158.02
1882,2017-06-26,158.78,159.97,156.56,157.5,5951060.0,2017,,157.5
1883,2017-06-27,156.62,156.98,150.72,151.03,7386827.0,2017,,151.03
1884,2017-06-28,151.64,154.2,150.12,153.41,5522740.0,2017,,153.41
1885,2017-06-29,152.82,152.82,148.0,150.09,7106930.0,2017,,150.09
1886,2017-06-30,149.76,150.71,148.42,149.41,5164844.0,2017,,149.41
1887,2017-07-03,149.8,150.45,145.8,146.17,3907790.0,2017,,146.17
1888,2017-07-05,146.58,148.26,145.58,147.61,4469163.0,2017,,147.61
1889,2017-07-06,146.13,147.27,144.25,146.25,5253871.0,2017,,146.25
1890,2017-07-07,146.65,150.75,146.65,150.18,5490809.0,2017,,150.18
1891,2017-07-10,150.34,153.23,149.65,152.67,5113353.0,2017,,152.67
1892,2017-07-11,152.37,155.23,151.55,154.33,4824579.0,2017,,154.33
1893,2017-07-12,155.77,158.8,155.77,158.75,8095303.0,2017,,158.75
1894,2017-07-13,158.51,160.13,156.98,158.21,6666000.0,2017,,158.21
1895,2017-07-14,159.3,161.35,157.97,161.12,5412128.0,2017,0.0,161.12
1896,2017-07-17,162.91,163.55,160.02,161.7,12299024.0,2017,1.0,161.7
1897,2017-07-18,176.12,185.0,174.24,183.6,40126110.0,2017,1.0,183.6
1898,2017-07-19,182.97,187.17,181.75,183.86,17149580.0,2017,0.0,183.86
1899,2017-07-20,183.84,185.92,182.7,183.6,7688768.0,2017,1.0,183.6
1900,2017-07-21,182.72,191.5,182.71,188.54,9215232.0,2017,0.0,188.54
1901,2017-07-24,188.69,190.25,187.01,187.91,8646192.0,2017,,187.91
1902,2017-07-25,187.79,188.66,185.81,186.97,5357533.0,2017,,186.97
1903,2017-07-26,187.7,189.7,187.51,189.08,4354866.0,2017,,189.08
1904,2017-07-27,189.89,190.0,179.38,182.68,11013995.0,2017,,182.68
1905,2017-07-28,182.0,185.03,181.18,184.04,6166404.0,2017,,184.04
1906,2017-07-31,184.26,184.97,180.65,181.66,4776740.0,2017,,181.66
1907,2017-08-01,182.49,184.62,181.43,182.03,5003248.0,2017,,182.03
1908,2017-08-02,182.22,182.57,177.81,180.74,5713517.0,2017,,180.74
1909,2017-08-03,180.53,181.22,178.02,179.23,4596187.0,2017,,179.23
1910,2017-08-04,179.6,181.0,178.5,180.27,4446148.0,2017,0.0,180.27
1911,2017-08-07,181.0,182.27,179.1,181.33,4470746.0,2017,1.0,181.33
1912,2017-08-08,181.37,181.91,177.45,178.36,4806525.0,2017,,178.36
1913,2017-08-09,171.43,175.96,170.01,175.78,9573608.0,2017,-1.0,175.78
1914,2017-08-10,174.03,174.45,167.6,169.14,9539473.0,2017,,169.14
1915,2017-08-11,169.86,172.58,169.0,171.4,4972045.0,2017,0.0,171.4
1916,2017-08-14,169.8,172.45,168.8,171.0,7377962.0,2017,0.0,171.0
1917,2017-08-15,171.53,171.88,168.25,168.5,5470271.0,2017,,168.5
1918,2017-08-16,167.5,170.5,166.25,169.98,6916579.0,2017,,169.98
1919,2017-08-17,169.23,170.58,165.72,166.09,5161920.0,2017,,166.09
1920,2017-08-18,165.95,169.97,165.8,166.54,7363750.0,2017,,166.54
1921,2017-08-21,166.91,168.99,164.23,166.76,6303314.0,2017,,166.76
1922,2017-08-22,167.76,169.93,167.04,169.34,4857816.0,2017,0.0,169.34
1923,2017-08-23,168.35,169.64,166.7,169.06,4616656.0,2017,,169.06
1924,2017-08-24,169.86,171.24,166.15,168.13,5270931.0,2017,,168.13
1925,2017-08-25,168.58,168.75,165.5,165.95,4045626.0,2017,,165.95
1926,2017-08-28,166.43,168.67,165.6,167.12,3619575.0,2017,,167.12
1927,2017-08-29,165.0,169.68,164.73,168.81,4573282.0,2017,,168.81
1928,2017-08-30,169.5,174.85,169.37,174.69,7985196.0,2017,,174.69
1929,2017-08-31,175.45,176.24,173.86,174.71,6886143.0,2017,,174.71
1930,2017-09-01,175.55,176.48,173.92,174.74,3781453.0,2017,,174.74
1931,2017-09-05,173.4,175.88,172.44,174.52,4580903.0,2017,,174.52
1932,2017-09-06,175.25,179.46,173.73,179.25,8695383.0,2017,,179.25
1933,2017-09-07,178.8,180.35,177.1,179.0,5938152.0,2017,,179.0
1934,2017-09-08,178.45,180.39,176.25,176.42,4577777.0,2017,0.0,176.42
1935,2017-09-11,178.1,182.47,178.03,181.74,5936476.0,2017,,181.74
1936,2017-09-12,182.55,185.33,180.64,185.15,6606688.0,2017,,185.15
1937,2017-09-13,184.07,184.5,182.55,183.64,4303277.0,2017,,183.64
1938,2017-09-14,183.25,185.29,182.07,182.63,4469985.0,2017,,182.63
1939,2017-09-15,182.73,184.93,181.43,182.35,5442089.0,2017,,182.35
1940,2017-09-18,183.61,185.45,182.73,184.62,5318130.0,2017,,184.62
1941,2017-09-19,184.98,186.23,184.17,185.68,4951465.0,2017,,185.68
1942,2017-09-20,186.1,186.5,183.2,185.51,4473036.0,2017,,185.51
1943,2017-09-21,185.82,189.95,184.51,188.78,7113489.0,2017,,188.78
1944,2017-09-22,188.4,189.85,186.39,187.35,5420227.0,2017,,187.35
1945,2017-09-25,186.46,186.55,177.7,178.55,9322531.0,2017,,178.55
1946,2017-09-26,180.7,180.95,176.55,179.38,5572599.0,2017,,179.38
1947,2017-09-27,181.01,183.34,180.7,181.97,4963152.0,2017,,181.97
1948,2017-09-28,181.25,181.95,179.36,180.7,4064507.0,2017,,180.7
1949,2017-09-29,180.73,182.9,180.65,181.35,4193999.0,2017,0.0,181.35
1950,2017-10-02,182.11,182.8,176.58,177.01,7316345.0,2017,,177.01
1951,2017-10-03,177.65,179.7,177.55,179.19,3903112.0,2017,,179.19
1952,2017-10-04,181.41,186.7,181.25,184.45,9170855.0,2017,,184.45
1953,2017-10-05,185.65,194.49,184.49,194.39,19270032.0,2017,1.0,194.39
1954,2017-10-06,194.3,198.92,192.05,198.02,15096222.0,2017,,198.02
1955,2017-10-09,199.1,199.4,196.56,196.87,6912140.0,2017,,196.87
1956,2017-10-10,197.85,198.3,192.1,195.08,6179012.0,2017,,195.08
1957,2017-10-11,195.57,196.22,193.81,194.95,5544715.0,2017,0.0,194.95
1958,2017-10-12,196.75,198.62,194.71,195.86,7723224.0,2017,0.0,195.86
1959,2017-10-13,199.7,200.82,197.19,199.49,11929816.0,2017,1.0,199.49
1960,2017-10-16,201.95,202.83,197.86,202.68,18103086.0,2017,0.0,202.68
1961,2017-10-17,200.11,204.38,197.77,199.48,23819054.0,2017,1.0,199.48
1962,2017-10-18,199.99,200.01,194.25,195.54,11133883.0,2017,,195.54
1963,2017-10-19,193.01,195.25,191.16,195.13,7007447.0,2017,,195.13
1964,2017-10-20,195.9,196.38,193.77,194.16,5907121.0,2017,,194.16
1965,2017-10-23,194.17,194.9,191.03,192.47,6952997.0,2017,1.0,192.47
1966,2017-10-24,192.75,196.74,191.4,196.02,6985460.0,2017,,196.02
1967,2017-10-25,195.38,197.06,193.01,193.77,5231713.0,2017,,193.77
1968,2017-10-26,194.66,197.61,194.08,195.21,5101258.0,2017,,195.21
1969,2017-10-27,197.2,200.65,196.22,199.54,8088364.0,2017,,199.54
1970,2017-10-30,199.62,201.1,197.07,198.37,5412277.0,2017,0.0,198.37
1971,2017-10-31,198.21,198.59,195.22,196.43,5437925.0,2017,-1.0,196.43
1972,2017-11-01,197.24,199.2,196.0,198.0,4983343.0,2017,,198.0
1973,2017-11-02,197.45,199.44,197.09,199.32,3578289.0,2017,,199.32
1974,2017-11-03,199.8,200.55,197.99,200.01,3643216.0,2017,0.0,200.01
1975,2017-11-06,200.0,202.48,198.09,200.13,5834857.0,2017,,200.13
1976,2017-11-07,200.0,200.61,194.8,195.89,6413310.0,2017,,195.89
1977,2017-11-08,196.0,197.09,194.74,196.44,4237398.0,2017,,196.44
1978,2017-11-09,194.46,194.49,190.81,193.9,5839579.0,2017,,193.9
1979,2017-11-10,191.61,192.59,189.5,192.02,6609739.0,2017,0.0,192.02
1980,2017-11-13,191.12,196.05,191.0,195.08,4598005.0,2017,,195.08
1981,2017-11-14,193.64,195.88,193.0,195.71,3408535.0,2017,,195.71
1982,2017-11-15,194.54,195.42,191.53,192.12,4162712.0,2017,,192.12
1983,2017-11-16,194.33,197.7,193.75,195.51,5655042.0,2017,,195.51
1984,2017-11-17,195.74,195.95,192.65,193.2,3753775.0,2017,,193.2
1985,2017-11-20,193.3,194.32,191.9,194.1,3727412.0,2017,,194.1
1986,2017-11-21,195.04,197.52,194.97,196.23,4598017.0,2017,,196.23
1987,2017-11-22,196.58,196.75,193.63,196.32,5879771.0,2017,,196.32
1988,2017-11-24,196.65,196.9,195.33,195.75,2160300.0,2017,,195.75
1989,2017-11-27,195.56,195.85,194.0,195.05,3186677.0,2017,,195.05
1990,2017-11-28,195.34,199.68,194.01,199.18,6942358.0,2017,,199.18
1991,2017-11-29,198.91,199.029,184.32,188.15,14180063.0,2017,,188.15
1992,2017-11-30,190.31,190.86,186.68,187.58,6615427.0,2017,,187.58
1993,2017-12-01,186.99,189.8,185.0,186.82,6215663.0,2017,,186.82
1994,2017-12-04,189.36,189.72,178.38,184.04,9069765.0,2017,,184.04
1995,2017-12-05,183.5,188.14,181.19,184.21,5547802.0,2017,,184.21
1996,2017-12-06,183.38,186.4844,182.88,185.3,5006257.0,2017,,185.3
1997,2017-12-07,185.71,187.34,183.22,185.2,4543492.0,2017,,185.2
1998,2017-12-08,186.5,189.42,186.3,188.54,4909440.0,2017,,188.54
1999,2017-12-11,187.85,189.42,185.91,186.22,5131319.0,2017,,186.22
2000,2017-12-12,186.01,187.85,184.8183,185.73,4135595.0,2017,,185.73
2001,2017-12-13,186.1,188.69,185.41,187.86,4653749.0,2017,,187.86
2002,2017-12-14,187.98,192.64,187.2,189.56,7677048.0,2017,,189.56
2003,2017-12-15,189.61,191.43,188.01,190.12,7048874.0,2017,,190.12
2004,2017-12-18,191.2,191.65,188.9,190.42,4944337.0,2017,0.0,190.42
2005,2017-12-19,190.18,190.2981,185.75,187.02,6526555.0,2017,,187.02
2006,2017-12-20,187.94,189.11,185.26,188.82,5814609.0,2017,,188.82
2007,2017-12-21,189.44,190.95,187.58,188.62,3522551.0,2017,,188.62
2008,2017-12-22,188.33,190.95,186.8,189.94,3760922.0,2017,,189.94
2009,2017-12-26,189.78,189.94,186.4,187.76,3032707.0,2017,,187.76
2010,2017-12-27,187.8,188.1,185.22,186.24,3932094.0,2017,,186.24
2011,2017-12-28,187.18,194.49,186.85,192.71,10080261.0,2017,,192.71
2012,2017-12-29,192.51,193.95,191.22,191.96,5158845.0,2017,0.0,191.96
2013,2018-01-02,196.1,201.65,195.42,201.07,10854449.0,2018,,201.07
2014,2018-01-03,202.05,206.21,201.5,205.05,8526678.0,2018,,205.05
2015,2018-01-04,206.2,207.05,204.0006,205.63,5999150.0,2018,,205.63
2016,2018-01-05,207.25,210.02,205.59,209.99,6947850.0,2018,1.0,209.99
2017,2018-01-08,210.02,212.5,208.44,212.05,5508816.0,2018,,212.05
2018,2018-01-09,212.11,212.98,208.59,209.31,5773129.0,2018,,209.31
2019,2018-01-10,207.57,213.64,206.91,212.52,5783171.0,2018,,212.52
2020,2018-01-11,214.29,217.75,213.35,217.24,6936990.0,2018,,217.24
2021,2018-01-12,217.18,222.55,216.0,221.23,8150809.0,2018,,221.23
2022,2018-01-16,224.24,226.07,217.2,221.53,10344272.0,2018,,221.53
2023,2018-01-17,221.0,221.15,216.32,217.5,8979616.0,2018,,217.5
2024,2018-01-18,220.34,220.58,216.55,220.33,8104960.0,2018,,220.33
2025,2018-01-19,222.75,223.49,218.5,220.46,10257129.0,2018,0.0,220.46
2026,2018-01-22,222.0,227.785,221.2,227.58,13078653.0,2018,1.0,227.58
2027,2018-01-23,255.05,257.71,248.02,250.29,27518256.0,2018,1.0,250.29
2028,2018-01-24,250.88,261.71,249.311,261.3,17116019.0,2018,,261.3
2029,2018-01-25,263.0,272.3,260.23,269.7,15127209.0,2018,,269.7
2030,2018-01-26,271.485,274.6,268.76,274.6,10841105.0,2018,1.0,274.6
2031,2018-01-29,274.2,286.81,273.92,284.59,17290833.0,2018,0.0,284.59
2032,2018-01-30,277.0,282.73,272.7,278.8,11983092.0,2018,,278.8
2033,2018-01-31,281.94,282.289,269.58,270.3,11192988.0,2018,,270.3
2034,2018-02-01,266.41,271.95,263.38,265.07,9468021.0,2018,0.0,265.07
2035,2018-02-02,263.0,270.62,262.71,267.43,8968632.0,2018,,267.43
2036,2018-02-05,262.0,267.899,250.03,254.26,11121359.0,2018,0.0,254.26
2037,2018-02-06,247.7,266.7,245.0,265.72,12285458.0,2018,,265.72
2038,2018-02-07,266.58,272.45,264.325,264.56,8679872.0,2018,,264.56
2039,2018-02-08,267.08,267.62,250.0,250.1,8711249.0,2018,,250.1
2040,2018-02-09,253.85,255.7999,236.11,249.47,16282837.0,2018,0.0,249.47
2041,2018-02-12,252.14,259.15,249.0,257.95,8453411.0,2018,,257.95
2042,2018-02-13,257.29,261.41,254.7,258.27,6758332.0,2018,,258.27
2043,2018-02-14,260.47,269.88,260.33,266.0,10819780.0,2018,1.0,266.0
2044,2018-02-15,270.03,280.5,267.63,280.27,10661768.0,2018,,280.27
2045,2018-02-16,278.73,281.96,275.69,278.52,8223309.0,2018,,278.52
2046,2018-02-20,277.74,285.812,276.61,278.55,7691297.0,2018,,278.55
2047,2018-02-21,282.07,286.64,280.01,281.04,9289130.0,2018,,281.04
2048,2018-02-22,283.88,284.5,274.45,278.14,8769251.0,2018,,278.14
2049,2018-02-23,281.0,286.0,277.81,285.93,7224968.0,2018,0.0,285.93
2050,2018-02-26,288.75,295.6475,287.01,294.16,10203579.0,2018,,294.16
2051,2018-02-27,294.77,297.36,290.59,290.61,9187578.0,2018,,290.61
2052,2018-02-28,293.1,295.75,290.78,291.38,7422673.0,2018,0.0,291.38
2053,2018-03-01,292.75,295.25,283.83,290.39,11932051.0,2018,,290.39
2054,2018-03-02,284.65,301.18,283.23,301.05,13345313.0,2018,0.0,301.05
2055,2018-03-05,302.85,316.91,297.6,315.0,18986099.0,2018,1.0,315.0
2056,2018-03-06,319.88,325.79,316.5,325.22,18525844.0,2018,,325.22
2057,2018-03-07,320.0,323.74,314.55,321.16,17132222.0,2018,,321.16
2058,2018-03-08,322.2,322.9176,314.13,317.0,11182666.0,2018,,317.0
2059,2018-03-09,321.33,331.44,320.23,331.44,14152860.0,2018,0.0,331.44
2060,2018-03-12,333.56,333.98,318.6,321.3,20050086.0,2018,0.0,321.3
2061,2018-03-13,323.87,325.8409,313.278,315.88,12836292.0,2018,,315.88
2062,2018-03-14,318.16,323.88,317.7,321.55,10187889.0,2018,,321.55
2063,2018-03-15,323.17,323.4,318.14,321.09,5217383.0,2018,,321.09
2064,2018-03-16,321.42,324.11,318.37,318.45,7144077.0,2018,0.0,318.45
2065,2018-03-19,315.8,317.0,307.34,313.48,9812726.0,2018,,313.48
2066,2018-03-20,313.26,319.5,312.8,317.5,5922296.0,2018,0.0,317.5
2067,2018-03-21,316.35,319.4,314.511,316.48,5016980.0,2018,,316.48
2068,2018-03-22,313.07,314.12,305.66,306.7,7920524.0,2018,,306.7
2069,2018-03-23,307.41,310.73,300.36,300.94,9226978.0,2018,,300.94
2070,2018-03-26,309.36,321.03,302.0,320.35,11906279.0,2018,,320.35
2071,2018-03-27,322.49,322.9,297.0,300.69,11890994.0,2018,,300.69
2072,2018-03-28,298.39,298.8,281.61,285.77,18972912.0,2018,,285.77
2073,2018-03-29,287.0,295.35,275.9,295.35,19145522.0,2018,,295.35
2074,2018-04-02,291.94,292.87,275.05,280.29,13405760.0,2018,,280.29
2075,2018-04-03,285.45,291.25,278.01,283.67,12694862.0,2018,,283.67
2076,2018-04-04,273.63,290.31,271.2239,288.94,12913978.0,2018,,288.94
2077,2018-04-05,293.15,299.16,289.11,293.97,10655178.0,2018,,293.97
2078,2018-04-06,289.1,298.85,285.65,288.85,11444777.0,2018,0.0,288.85
2079,2018-04-09,291.77,299.55,289.12,289.93,9853564.0,2018,,289.93
2080,2018-04-10,297.68,298.95,291.69,298.07,10719097.0,2018,0.0,298.07
2081,2018-04-11,302.8847,311.64,301.82,303.67,14877429.0,2018,,303.67
2082,2018-04-12,309.7187,311.13,306.75,309.25,10249403.0,2018,-1.0,309.25
2083,2018-04-13,317.29,317.49,308.23,311.65,12046573.0,2018,0.0,311.65
2084,2018-04-16,315.99,316.1,304.0,307.78,20307921.0,2018,1.0,307.78
2085,2018-04-17,329.66,338.62,323.77,336.06,33866456.0,2018,0.0,336.06
2086,2018-04-18,336.3,338.82,331.1,334.52,11221139.0,2018,0.0,334.52
2087,2018-04-19,332.88,335.31,326.77,332.7,8438825.0,2018,,332.7
2088,2018-04-20,332.22,336.51,326.0,327.77,9158655.0,2018,0.0,327.77
2089,2018-04-23,329.1499,331.22,317.08,318.69,8968015.0,2018,,318.69
2090,2018-04-24,319.2168,320.249,302.31,307.02,13893217.0,2018,,307.02
2091,2018-04-25,306.37,309.98,292.615,305.76,14919698.0,2018,,305.76
2092,2018-04-26,310.0,316.63,305.58,313.98,9266699.0,2018,,313.98
2093,2018-04-27,316.25,317.45,306.5,311.76,7074384.0,2018,0.0,311.76
2094,2018-04-30,311.07,317.88,310.118,312.46,6088787.0,2018,,312.46
2095,2018-05-01,310.36,313.48,306.69,313.3,6036639.0,2018,,313.3
2096,2018-05-02,311.65,317.1,310.4034,313.36,5697120.0,2018,,313.36
2097,2018-05-03,312.59,312.59,305.73,311.69,6135828.0,2018,,311.69
2098,2018-05-04,308.71,320.98,307.67,320.09,8209513.0,2018,1.0,320.09
2099,2018-05-07,321.9947,329.0234,319.34,326.26,7117823.0,2018,,326.26
2100,2018-05-08,325.9,327.348,323.05,326.89,4735738.0,2018,,326.89
2101,2018-05-09,328.79,331.95,327.51,330.3,5633444.0,2018,,330.3
2102,2018-05-10,331.5,332.055,327.3438,329.6,5302254.0,2018,,329.6
2103,2018-05-11,329.65,331.26,324.87,326.46,4589731.0,2018,,326.46
2104,2018-05-14,327.25,330.5038,327.04,328.53,4089800.0,2018,,328.53
2105,2018-05-15,325.94,326.94,322.434,326.13,4746096.0,2018,,326.13
2106,2018-05-16,326.28,329.72,325.14,328.19,3671690.0,2018,,328.19
2107,2018-05-17,327.53,330.45,323.1734,325.22,4935708.0,2018,,325.22
2108,2018-05-18,324.9,326.42,322.8,324.18,3577717.0,2018,,324.18
2109,2018-05-21,327.11,331.88,325.45,331.82,6657326.0,2018,1.0,331.82
2110,2018-05-22,334.05,336.63,331.15,331.62,5964448.0,2018,,331.62
2111,2018-05-23,329.04,345.0,328.09,344.72,10049147.0,2018,,344.72
2112,2018-05-24,344.34,354.0,341.12,349.29,14758553.0,2018,1.0,349.29
2113,2018-05-25,349.9,354.36,348.83,351.29,7817400.0,2018,,351.29
2114,2018-05-29,351.5,356.1,346.71,349.73,9717921.0,2018,,349.73
2115,2018-05-30,352.37,354.0,349.26,353.54,5685531.0,2018,,353.54
2116,2018-05-31,353.8,355.53,350.21,351.6,6921687.0,2018,,351.6
2117,2018-06-01,353.88,359.99,352.82,359.93,7112292.0,2018,1.0,359.93
2118,2018-06-04,362.6847,363.0,355.51,361.81,7681995.0,2018,,361.81
2119,2018-06-05,363.32,369.83,361.4124,365.8,8358045.0,2018,,365.8
2120,2018-06-06,367.7848,369.6799,363.33,367.45,7712302.0,2018,,367.45
2121,2018-06-07,368.54,368.7,357.8,361.4,8278040.0,2018,,361.4
2122,2018-06-08,358.06,362.39,356.25,360.57,5225736.0,2018,,360.57
2123,2018-06-11,361.88,365.67,360.91,361.45,4432445.0,2018,1.0,361.45
2124,2018-06-12,363.6,365.98,362.0,363.83,4290969.0,2018,,363.83
2125,2018-06-13,367.53,384.2537,364.11,379.93,18222799.0,2018,,379.93
2126,2018-06-14,384.27,395.03,383.25,392.87,14598333.0,2018,1.0,392.87
2127,2018-06-15,390.71,398.86,387.51,391.98,13588114.0,2018,,391.98
2128,2018-06-18,387.72,393.16,386.5,390.4,6824794.0,2018,,390.4
2129,2018-06-19,389.5,405.29,388.5,404.98,16697104.0,2018,1.0,404.98
2130,2018-06-20,415.15,419.4675,409.6,416.76,16494572.0,2018,1.0,416.76
2131,2018-06-21,421.38,423.2056,406.3701,415.44,18389936.0,2018,,415.44
2132,2018-06-22,419.98,420.5,409.651,411.09,10428621.0,2018,-1.0,411.09
2133,2018-06-25,404.69,405.99,378.75,384.48,22490922.0,2018,0.0,384.48
2134,2018-06-26,393.28,404.78,389.05,399.39,15191157.0,2018,,399.39
2135,2018-06-27,407.56,411.5865,390.0,390.39,16541426.0,2018,,390.39
2136,2018-06-28,395.0,396.9,387.1,395.42,12219888.0,2018,,395.42
2137,2018-06-29,399.19,401.3299,390.55,391.43,9252511.0,2018,1.0,391.43
2138,2018-07-02,385.45,398.38,380.0,398.18,8142457.0,2018,,398.18
2139,2018-07-03,399.49,399.98,389.5,390.52,5280344.0,2018,,390.52
2140,2018-07-05,393.8003,399.24,390.86,398.39,8448937.0,2018,,398.39
2141,2018-07-06,397.45,408.6495,395.5225,408.25,8629606.0,2018,0.0,408.25
2142,2018-07-09,415.95,419.12,411.1,418.97,11127477.0,2018,,418.97
2143,2018-07-10,417.24,419.44,413.08,415.63,9382944.0,2018,0.0,415.63
2144,2018-07-11,411.34,419.77,410.6,418.65,9713904.0,2018,,418.65
2145,2018-07-12,415.1553,416.79,407.8,413.5,12743273.0,2018,,413.5
2146,2018-07-13,409.19,410.0,395.081,395.8,15747266.0,2018,,395.8
2147,2018-07-16,398.98,403.355,391.75,400.48,22959984.0,2018,-1.0,400.48
2148,2018-07-17,346.95,385.0,344.0,379.48,58410362.0,2018,0.0,379.48
2149,2018-07-18,381.24,383.13,372.3552,375.13,21746266.0,2018,0.0,375.13
2150,2018-07-19,371.06,375.749,363.0,364.23,16878681.0,2018,0.0,364.23
2151,2018-07-20,364.92,370.5,360.14,361.05,15113740.0,2018,0.0,361.05
2152,2018-07-23,359.1453,363.9,353.6,362.66,11505232.0,2018,,362.66
2153,2018-07-24,366.94,367.4,354.56,357.32,12851457.0,2018,,357.32
2154,2018-07-25,357.57,363.28,355.65,362.87,8516248.0,2018,,362.87
2155,2018-07-26,358.19,365.54,356.625,363.09,6993684.0,2018,0.0,363.09
2156,2018-07-27,366.85,367.0,351.65,355.21,8949491.0,2018,,355.21
2157,2018-07-30,351.93,352.03,334.0201,334.96,18260710.0,2018,,334.96
2158,2018-07-31,331.51,342.5,328.0,337.45,14085369.0,2018,,337.45
2159,2018-08-01,335.87,344.41,334.02,338.38,7790477.0,2018,,338.38
2160,2018-08-02,337.23,345.0,334.71,344.5,7131328.0,2018,0.0,344.5
2161,2018-08-03,347.75,347.86,338.4768,343.09,8848367.0,2018,,343.09
2162,2018-08-06,342.8653,351.98,341.74,350.92,8198076.0,2018,,350.92
2163,2018-08-07,353.23,357.31,349.01,351.83,7970930.0,2018,0.0,351.83
2164,2018-08-08,352.21,352.29,346.61,347.61,5402465.0,2018,,347.61
2165,2018-08-09,347.96,352.439,345.8157,349.36,4820313.0,2018,,349.36
2166,2018-08-10,346.91,349.1,344.4233,345.87,4337481.0,2018,0.0,345.87
2167,2018-08-13,339.89,347.19,339.07,341.31,6893649.0,2018,0.0,341.31
2168,2018-08-14,342.09,342.41,336.25,337.49,5805182.0,2018,,337.49
2169,2018-08-15,334.03,335.4962,321.0,326.4,11784485.0,2018,,326.4
2170,2018-08-16,329.9,331.17,321.2138,322.44,6689733.0,2018,,322.44
2171,2018-08-17,319.01,324.365,312.96,316.78,10407908.0,2018,0.0,316.78
2172,2018-08-20,314.64,331.6,310.928,327.73,13591100.0,2018,,327.73
2173,2018-08-21,331.0,341.5,329.7,338.02,14783246.0,2018,,338.02
2174,2018-08-22,338.49,346.21,337.406,344.44,8930669.0,2018,,344.44
2175,2018-08-23,348.11,350.08,337.65,339.17,11336425.0,2018,,339.17
2176,2018-08-24,346.0,359.15,344.541,358.82,14729137.0,2018,0.0,358.82
2177,2018-08-27,367.1453,374.49,360.0,364.58,17427304.0,2018,0.0,364.58
2178,2018-08-28,367.23,369.99,360.38,368.49,9222617.0,2018,,368.49
2179,2018-08-29,367.2,369.86,362.91,368.04,8118734.0,2018,,368.04
2180,2018-08-30,365.0,376.8085,363.54,370.98,10981013.0,2018,,370.98
2181,2018-08-31,370.66,376.0,367.0766,367.68,7943443.0,2018,,367.68
2182,2018-09-04,366.47,368.88,361.26,363.6,7605161.0,2018,,363.6
2183,2018-09-05,360.0,363.39,335.83,341.18,13092847.0,2018,,341.18
2184,2018-09-06,347.44,356.0,341.99,346.46,13050156.0,2018,,346.46
2185,2018-09-07,342.2,355.75,341.25,348.68,9105817.0,2018,,348.68
2186,2018-09-10,352.27,352.5,343.08,348.41,5752184.0,2018,,348.41
2187,2018-09-11,344.67,356.15,343.9001,355.93,6198063.0,2018,,355.93
2188,2018-09-12,359.08,370.43,356.24,369.95,10480769.0,2018,,369.95
2189,2018-09-13,371.91,374.09,366.84,368.15,8366122.0,2018,0.0,368.15
2190,2018-09-14,368.55,371.09,363.46,364.56,4756426.0,2018,0.0,364.56
2191,2018-09-17,364.22,367.33,349.57,350.35,7071945.0,2018,,350.35
2192,2018-09-18,353.67,368.15,351.56,367.65,10413981.0,2018,0.0,367.65
2193,2018-09-19,373.95,377.61,359.17,366.96,11876841.0,2018,,366.96
2194,2018-09-20,370.26,370.26,363.17,365.36,6768086.0,2018,0.0,365.36
2195,2018-09-21,366.59,372.22,360.74,361.19,11930568.0,2018,,361.19
2196,2018-09-24,359.0,373.64,354.33,369.61,9322522.0,2018,,369.61
2197,2018-09-25,370.23,371.34,364.492,369.43,6799816.0,2018,,369.43
