Unnamed: 0,Date,Open,High,Low,Close,Volume,Year,Sentiment,SPY,Debt_to_Equity_Ratio,Revenue_Growth,operatingCashflow,Free_Cash_Flow,ROE,reportedEPS,PE_Ratio
14,2010-01-25,51.05,51.4986,48.52,49.13,1970200.0,2010,,49.13,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,614.125
15,2010-01-26,48.72,50.25,48.56,49.95,1620500.0,2010,,49.95,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,624.375
16,2010-01-27,50.0,51.18,48.95,50.97,3335300.0,2010,,50.97,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,637.125
17,2010-01-28,61.69,63.85,60.73,63.04,11050400.0,2010,1.0,63.04,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,788.0
18,2010-01-29,62.74,64.57,61.55,62.25,3514900.0,2010,,62.25,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,778.125
19,2010-02-01,61.81,62.87,59.73,61.03,2702000.0,2010,,61.03,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,762.875
20,2010-02-02,60.9,62.15,60.87,61.85,1463200.0,2010,,61.85,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,773.125
21,2010-02-03,61.85,62.88,61.33,61.95,1251600.0,2010,,61.95,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,774.375
22,2010-02-04,61.35,62.2499,60.13,60.34,1575200.0,2010,,60.34,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,754.25
23,2010-02-05,60.17,61.01,59.28,60.84,1585600.0,2010,,60.84,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,760.5
24,2010-02-08,60.94,61.71,60.0,60.9,1335200.0,2010,,60.9,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,761.25
25,2010-02-09,61.06,62.16,60.97,62.13,1258800.0,2010,,62.13,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,776.625
26,2010-02-10,62.11,62.43,61.04,61.49,829700.0,2010,,61.49,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,768.625
27,2010-02-11,61.21,63.49,61.1001,63.36,1029100.0,2010,,63.36,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,792.0
28,2010-02-12,63.0,63.1833,62.08,63.18,1201200.0,2010,,63.18,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,789.75
29,2010-02-16,63.62,65.01,63.5,64.86,1417500.0,2010,,64.86,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,810.75
30,2010-02-17,64.79,64.79,63.43,64.51,1162000.0,2010,,64.51,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,806.375
31,2010-02-18,63.91,66.27,63.89,66.1,1258000.0,2010,,66.1,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,826.2499999999999
32,2010-02-19,65.85,67.0701,65.53,66.65,1259000.0,2010,,66.65,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,833.125
33,2010-02-22,67.04,67.3,63.81,65.27,5042600.0,2010,,65.27,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,815.8749999999999
34,2010-02-23,64.86,65.25,64.17,64.35,1864200.0,2010,,64.35,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,804.3749999999999
35,2010-02-24,64.71,65.38,64.16,64.69,1715100.0,2010,,64.69,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,808.625
36,2010-02-25,63.99,65.62,63.1,65.61,1531100.0,2010,,65.61,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,820.125
37,2010-02-26,65.66,66.83,65.3,66.05,1231500.0,2010,,66.05,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,825.625
38,2010-03-01,66.02,69.75,66.02,69.7,1838100.0,2010,,69.7,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,871.25
39,2010-03-02,69.99,70.0,68.82,68.98,1708100.0,2010,,68.98,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,862.25
40,2010-03-03,66.13,68.39,65.62,67.55,3149900.0,2010,,67.55,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,844.375
41,2010-03-04,67.2,68.57,67.14,68.01,1009000.0,2010,,68.01,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,850.125
42,2010-03-05,68.25,68.695,67.03,67.65,1302500.0,2010,,67.65,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,845.625
43,2010-03-08,67.99,68.76,67.82,68.68,866300.0,2010,,68.68,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,858.5000000000001
44,2010-03-09,68.2,71.345,68.15,69.94,2025700.0,2010,,69.94,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,874.25
45,2010-03-10,70.27,71.5485,70.07,71.28,1106400.0,2010,,71.28,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,891.0
46,2010-03-11,71.1,71.59,70.43,71.19,1208200.0,2010,,71.19,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,889.875
47,2010-03-12,70.15,70.5,69.32,69.98,1338500.0,2010,,69.98,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,874.75
48,2010-03-15,69.98,69.98,69.16,69.6,1001800.0,2010,,69.6,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,869.9999999999999
49,2010-03-16,69.55,70.8501,69.55,70.63,1214000.0,2010,,70.63,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,882.8749999999999
50,2010-03-17,70.9,71.7399,70.4,70.92,627200.0,2010,,70.92,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,886.5
51,2010-03-18,70.71,71.13,70.44,70.54,513300.0,2010,,70.54,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,881.7500000000001
52,2010-03-19,70.7,70.9,70.07,70.45,1415100.0,2010,,70.45,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,880.625
53,2010-03-22,70.35,73.0,70.05,72.89,1030900.0,2010,,72.89,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,911.125
54,2010-03-23,73.0,73.49,72.03,72.96,711300.0,2010,,72.96,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,911.9999999999999
55,2010-03-24,72.93,73.17,72.25,72.37,485700.0,2010,,72.37,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,904.625
56,2010-03-25,73.5899,75.0,72.56,73.54,1192800.0,2010,,73.54,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,919.2500000000001
57,2010-03-26,73.53,74.91,73.34,74.3,775400.0,2010,,74.3,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,928.75
58,2010-03-29,74.9,75.0,73.65,73.9,800300.0,2010,,73.9,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,923.75
59,2010-03-30,74.9,75.65,74.43,75.06,1094600.0,2010,,75.06,2.4132959732453565,5.062866326337678,105817000,83384000,0.15523016124091732,0.08,938.25
60,2010-03-31,74.3,75.06,73.72,73.74,816400.0,2010,,73.74,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,921.7499999999999
61,2010-04-01,73.62,75.7,73.62,75.0,1939600.0,2010,,75.0,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,937.5
62,2010-04-05,75.58,80.06,75.57,79.99,2380500.0,2010,,79.99,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,999.8749999999999
63,2010-04-06,80.42,83.97,79.84,83.37,3917500.0,2010,,83.37,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1042.125
64,2010-04-07,82.085,82.37,79.2,79.73,3602100.0,2010,,79.73,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,996.625
65,2010-04-08,79.27,82.0,79.27,81.83,1987500.0,2010,,81.83,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1022.875
66,2010-04-09,81.09,82.5,80.43,82.42,1651900.0,2010,,82.42,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1030.25
67,2010-04-12,82.3,83.25,81.55,83.18,1347200.0,2010,,83.18,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1039.75
68,2010-04-13,83.28,86.65,83.0,86.38,2489200.0,2010,,86.38,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1079.75
69,2010-04-14,86.96,89.1,85.82,87.57,2579500.0,2010,,87.57,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1094.625
70,2010-04-15,87.25,87.87,85.5,86.83,1714200.0,2010,,86.83,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1085.375
71,2010-04-16,86.46,86.9,84.18,85.31,1567400.0,2010,,85.31,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1066.375
72,2010-04-19,85.25,86.6,82.77,84.8,1924400.0,2010,,84.8,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1060.0
73,2010-04-20,85.08,87.42,84.86,87.07,1773500.0,2010,,87.07,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1088.375
74,2010-04-21,88.45,89.0,85.39,86.98,3473100.0,2010,,86.98,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1087.25
75,2010-04-22,91.0,102.49,90.65,100.25,12920300.0,2010,,100.25,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1253.125
76,2010-04-23,100.01,100.56,96.36,99.73,4259700.0,2010,,99.73,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1246.625
77,2010-04-26,100.49,109.7,100.44,108.17,6745000.0,2010,,108.17,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1352.125
78,2010-04-27,105.07,106.06,101.63,102.07,4894800.0,2010,,102.07,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1275.875
79,2010-04-28,101.53,102.7599,97.8,99.39,3252900.0,2010,,99.39,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1242.375
80,2010-04-29,100.81,103.95,99.36,103.17,2582600.0,2010,,103.17,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1289.625
81,2010-04-30,103.85,103.87,98.58,98.9,1865600.0,2010,,98.9,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1236.25
82,2010-05-03,99.96,103.81,99.0,101.99,1996300.0,2010,,101.99,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1274.875
83,2010-05-04,100.02,100.89,97.85,99.36,2197700.0,2010,,99.36,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1242.0
84,2010-05-05,97.51,101.689,96.21,98.23,2107100.0,2010,1.0,98.23,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1227.875
85,2010-05-06,97.1,100.99,90.0,96.97,3492700.0,2010,,96.97,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1212.125
86,2010-05-07,97.0,100.0,90.43,91.09,3701200.0,2010,,91.09,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1138.625
87,2010-05-10,96.23,97.96,95.01,97.505,2652500.0,2010,,97.505,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1218.8125
88,2010-05-11,95.65,102.15,95.58,99.82,3300100.0,2010,,99.82,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1247.75
89,2010-05-12,101.69,107.91,101.43,107.83,3892100.0,2010,,107.83,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1347.875
90,2010-05-13,108.45,119.5,107.2115,110.01,10221400.0,2010,,110.01,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1375.125
91,2010-05-14,105.495,105.97,100.03,100.56,4994900.0,2010,,100.56,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1257.0
92,2010-05-17,101.47,107.04,101.3101,106.35,4511100.0,2010,,106.35,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1329.375
93,2010-05-18,105.39,107.73,100.6,102.01,3928300.0,2010,,102.01,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1275.125
94,2010-05-19,101.04,104.49,97.36,100.61,3275300.0,2010,,100.61,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1257.625
95,2010-05-20,96.75,97.9699,92.99,94.99,4131800.0,2010,,94.99,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1187.375
96,2010-05-21,91.43,99.99,90.8101,99.47,4287000.0,2010,,99.47,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1243.375
97,2010-05-24,101.38,104.36,100.01,101.62,2633300.0,2010,,101.62,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1270.25
98,2010-05-25,97.5,105.0,97.0,105.0,3337500.0,2010,,105.0,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1312.5
99,2010-05-26,107.45,108.83,103.5801,104.8,4771700.0,2010,,104.8,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1310.0
100,2010-05-27,108.0,108.99,105.5,108.86,2803800.0,2010,,108.86,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1360.75
101,2010-05-28,108.87,113.94,108.2,111.15,4026900.0,2010,,111.15,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1389.375
102,2010-06-01,109.26,111.18,107.081,107.29,2270700.0,2010,,107.29,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1341.125
103,2010-06-02,108.9,111.06,104.79,110.7801,2642000.0,2010,,110.7801,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1384.75125
104,2010-06-03,111.94,114.6699,109.91,111.85,2608800.0,2010,,111.85,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1398.125
105,2010-06-04,109.88,114.7,107.545,109.78,3106300.0,2010,,109.78,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1372.25
106,2010-06-07,109.8,113.24,107.25,109.16,3745100.0,2010,,109.16,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1364.5
107,2010-06-08,111.07,112.5,107.3,110.33,3446100.0,2010,,110.33,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1379.125
108,2010-06-09,112.98,117.87,112.22,115.43,5675900.0,2010,,115.43,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1442.875
109,2010-06-10,118.02,119.88,116.37,118.66,3538300.0,2010,,118.66,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1483.25
110,2010-06-11,117.48,121.55,116.6,120.69,4099100.0,2010,,120.69,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1508.625
111,2010-06-14,123.4,127.96,122.8,126.81,4969000.0,2010,,126.81,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1585.125
112,2010-06-15,125.0,125.1899,122.23,123.5,4530100.0,2010,,123.5,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1543.75
113,2010-06-16,122.8,126.0,120.02,124.67,4377100.0,2010,,124.67,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1558.375
114,2010-06-17,125.55,127.8,124.4,125.86,2658700.0,2010,,125.86,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1573.25
115,2010-06-18,125.93,127.1,124.52,126.42,2492300.0,2010,,126.42,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1580.25
116,2010-06-21,126.04,126.7,117.4,118.99,3725500.0,2010,,118.99,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1487.375
117,2010-06-22,119.52,120.3999,114.08,116.43,3961900.0,2010,,116.43,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1455.375
118,2010-06-23,117.75,119.0,114.02,117.77,2104700.0,2010,,117.77,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1472.125
119,2010-06-24,116.88,117.86,114.61,115.25,1948100.0,2010,,115.25,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1440.625
120,2010-06-25,115.41,118.62,112.5,117.98,2589900.0,2010,,117.98,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1474.75
121,2010-06-28,118.67,119.88,116.22,117.61,1650500.0,2010,,117.61,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1470.125
122,2010-06-29,115.42,115.83,112.07,112.58,2918500.0,2010,,112.58,3.418121102668075,11.05024947024129,77205000,70682000,0.21993389443554706,0.08,1407.25
123,2010-06-30,109.99,113.29,107.99,108.65,3729200.0,2010,,108.65,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,987.7272727272727
124,2010-07-01,108.8,110.46,103.27,109.66,3251400.0,2010,,109.66,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,996.9090909090909
125,2010-07-02,110.66,111.44,106.3,107.08,1602600.0,2010,,107.08,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,973.4545454545454
126,2010-07-06,109.4,111.41,106.29,107.27,2253400.0,2010,,107.27,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,975.1818181818181
127,2010-07-07,108.82,118.5,107.28,118.49,4069100.0,2010,,118.49,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1077.181818181818
128,2010-07-08,120.02,122.75,115.19,116.98,3754700.0,2010,,116.98,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1063.4545454545455
129,2010-07-09,116.18,117.84,114.28,117.534,1818000.0,2010,,117.534,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1068.490909090909
130,2010-07-12,117.95,120.5,117.1001,119.38,1915800.0,2010,,119.38,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1085.2727272727273
131,2010-07-13,121.42,121.71,117.85,120.92,2511600.0,2010,,120.92,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1099.2727272727273
132,2010-07-14,120.52,124.0,119.1,123.0,1949100.0,2010,,123.0,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1118.1818181818182
133,2010-07-15,121.67,122.25,119.24,121.11,2185100.0,2010,,121.11,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1101.0
134,2010-07-16,120.7,120.9799,117.75,118.39,2067600.0,2010,,118.39,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1076.2727272727273
135,2010-07-19,117.77,120.13,115.15,118.9,1891300.0,2010,,118.9,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1080.909090909091
136,2010-07-20,117.15,120.9,114.55,120.39,2517700.0,2010,,120.39,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1094.4545454545455
137,2010-07-21,122.05,123.6,118.88,119.65,4722200.0,2010,,119.65,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1087.7272727272727
138,2010-07-22,109.5,112.47,101.75,103.56,13659700.0,2010,,103.56,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,941.4545454545455
139,2010-07-23,104.98,108.75,102.21,107.7,4786800.0,2010,,107.7,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,979.0909090909091
140,2010-07-26,108.51,108.99,101.56,102.79,4708500.0,2010,,102.79,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,934.4545454545455
141,2010-07-27,105.0,105.4599,102.53,104.09,3242800.0,2010,,104.09,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,946.2727272727273
142,2010-07-28,103.79,104.3599,99.7,100.31,4946700.0,2010,,100.31,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,911.9090909090909
143,2010-07-29,100.52,101.15,95.33,98.02,5056100.0,2010,,98.02,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,891.090909090909
144,2010-07-30,99.69,103.18,98.54,102.55,4386400.0,2010,,102.55,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,932.2727272727273
145,2010-08-02,104.02,105.0,100.97,101.88,3470800.0,2010,,101.88,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,926.1818181818181
146,2010-08-03,101.06,104.734,98.73,104.41,4305600.0,2010,,104.41,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,949.1818181818181
147,2010-08-04,104.97,108.5,104.7,108.13,3463300.0,2010,,108.13,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,983.0
148,2010-08-05,107.23,110.7,105.5,110.53,3470900.0,2010,,110.53,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1004.8181818181819
149,2010-08-06,108.69,118.75,107.88,118.32,6956200.0,2010,,118.32,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1075.6363636363635
150,2010-08-09,118.0,118.95,114.61,116.9,3060000.0,2010,,116.9,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1062.7272727272727
151,2010-08-10,113.4,126.48,113.2,125.01,12998200.0,2010,0.0,125.01,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1136.4545454545455
152,2010-08-11,122.02,128.42,121.35,126.47,10192900.0,2010,,126.47,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1149.7272727272727
153,2010-08-12,124.45,133.8,124.02,133.05,10279900.0,2010,,133.05,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1209.5454545454547
154,2010-08-13,132.42,134.37,130.27,132.26,6746400.0,2010,,132.26,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1202.3636363636363
155,2010-08-16,131.64,137.9,130.6801,137.22,6095500.0,2010,,137.22,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1247.4545454545455
156,2010-08-17,139.5,140.9,132.55,132.97,8502700.0,2010,,132.97,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1208.8181818181818
157,2010-08-18,129.0,130.15,125.34,125.7,8532200.0,2010,,125.7,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1142.7272727272727
158,2010-08-19,123.75,129.77,123.5922,128.24,6653700.0,2010,,128.24,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1165.818181818182
159,2010-08-20,127.68,130.76,127.51,129.96,3460200.0,2010,,129.96,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1181.4545454545455
160,2010-08-23,130.5,132.48,126.5,126.9,3838800.0,2010,,126.9,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1153.6363636363637
161,2010-08-24,125.58,125.6499,121.04,121.28,5211200.0,2010,,121.28,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1102.5454545454545
162,2010-08-25,120.01,124.86,119.65,124.25,2864800.0,2010,,124.25,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1129.5454545454545
163,2010-08-26,125.89,127.71,124.38,125.84,4071300.0,2010,,125.84,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1144.0
164,2010-08-27,126.35,127.5781,122.88,126.1,3019200.0,2010,,126.1,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1146.3636363636363
165,2010-08-30,125.25,125.7,122.57,123.1,2663300.0,2010,,123.1,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1119.090909090909
166,2010-08-31,121.86,126.95,121.81,125.52,3459900.0,2010,,125.52,2.9287364130434783,5.297924706025348,60252000,54581000,0.24637115036231885,0.11,1141.090909090909
